online_order,book_table,rating,votes,location,cost_for_two,type,city,restaurant_type,cuisines,number_of_cuisines_offered
Yes,No,3.7,478,BTM,450,Dine-out,Jayanagar,Quick Bites,North Indian,3
Yes,No,2.9,42,BTM,250,Dine-out,Jayanagar,Quick Bites,North Indian,4
Yes,Yes,3.7,49,BTM,300,Dine-out,Jayanagar,Cafe,Cafe,2
Yes,No,2.7,123,Banashankari,200,Dine-out,Jayanagar,Quick Bites,Fast Food,1
Yes,No,3.9,92,JP Nagar,300,Dine-out,Jayanagar,Quick Bites,South Indian,3
Yes,No,2.7,24,BTM,250,Dine-out,Jayanagar,Quick Bites,North Indian,1
No,No,3.0,98,Banashankari,800,Dine-out,Jayanagar,Bar,North Indian,2
No,No,2.7,39,JP Nagar,500,Dine-out,Jayanagar,Casual Dining,North Indian,3
No,No,2.8,56,JP Nagar,1200,Dine-out,Jayanagar,Other,North Indian,1
No,No,3.1,53,BTM,600,Dine-out,Jayanagar,Casual Dining,North Indian,3
No,No,3.6,22,BTM,500,Dine-out,Jayanagar,Cafe,Cafe,2
No,No,3.1,16,JP Nagar,700,Dine-out,Jayanagar,Casual Dining,North Indian,4
No,No,3.5,44,JP Nagar,1000,Dine-out,Jayanagar,Casual Dining,Chinese,2
No,No,3.6,25,JP Nagar,550,Dine-out,Jayanagar,Casual Dining,North Indian,3
No,No,3.3,7,BTM,550,Dine-out,Jayanagar,Casual Dining,Chinese,3
No,No,3.4,9,JP Nagar,500,Dine-out,Jayanagar,Casual Dining,Other,4
No,No,3.2,4,JP Nagar,600,Dine-out,Jayanagar,Casual Dining,North Indian,3
No,No,3.2,6,Other,100,Dine-out,Jayanagar,Beverage Shop,Beverages,2
No,No,3.2,6,Other,450,Dine-out,Jayanagar,Casual Dining,South Indian,3
No,No,3.4,0,JP Nagar,150,Dine-out,Jayanagar,Quick Bites,South Indian,1
Yes,No,3.3,13,JP Nagar,300,Dine-out,Jayanagar,Quick Bites,South Indian,4
Yes,No,3.8,50,BTM,250,Dine-out,Jayanagar,Quick Bites,Fast Food,3
Yes,No,3.2,10,BTM,250,Dine-out,Jayanagar,Quick Bites,Other,2
Yes,No,3.4,12,JP Nagar,300,Dine-out,Jayanagar,Quick Bites,Other,2
Yes,No,3.7,43,BTM,250,Dine-out,Jayanagar,Quick Bites,North Indian,3
Yes,No,3.7,14,BTM,200,Dine-out,Jayanagar,Quick Bites,North Indian,3
Yes,No,3.2,4,Other,500,Dine-out,Jayanagar,Quick Bites,Fast Food,2
Yes,No,3.4,8,BTM,150,Dine-out,Jayanagar,Quick Bites,Fast Food,1
No,No,3.6,65,Banashankari,300,Dine-out,Jayanagar,Quick Bites,Fast Food,2
No,No,2.9,231,JP Nagar,800,Dine-out,Jayanagar,Dessert Parlor,Desserts,3
Yes,No,3.8,185,BTM,400,Dine-out,Jayanagar,Quick Bites,Fast Food,5
Yes,No,3.7,51,Bannerghatta Road,300,Dine-out,Jayanagar,Quick Bites,North Indian,1
Yes,No,3.0,11,BTM,200,Dine-out,Jayanagar,Quick Bites,Biryani,2
Yes,No,3.5,12,BTM,250,Dine-out,Jayanagar,Quick Bites,Fast Food,1
Yes,No,3.7,26,BTM,400,Dine-out,Jayanagar,Quick Bites,Biryani,4
Yes,No,3.9,33,JP Nagar,600,Dine-out,Jayanagar,Food Court,Other,2
Yes,No,3.2,4,Other,100,Dine-out,Jayanagar,Quick Bites,Other,1
No,No,3.8,67,BTM,400,Dine-out,Jayanagar,Quick Bites,North Indian,2
No,No,2.8,127,BTM,300,Dine-out,Jayanagar,Quick Bites,Fast Food,3
No,No,3.0,67,BTM,300,Dine-out,Jayanagar,Quick Bites,South Indian,3
No,No,3.2,5,JP Nagar,200,Dine-out,Jayanagar,Quick Bites,Fast Food,2
No,No,3.4,52,Banashankari,300,Dine-out,Jayanagar,Quick Bites,South Indian,1
No,No,3.6,141,JP Nagar,300,Dine-out,Jayanagar,Quick Bites,Fast Food,3
No,No,3.6,46,Other,450,Dine-out,Jayanagar,Quick Bites,Andhra,4
No,No,3.4,12,BTM,300,Dine-out,Jayanagar,Quick Bites,South Indian,3
No,No,3.5,12,BTM,200,Dine-out,Jayanagar,Quick Bites,South Indian,3
No,No,3.4,4,JP Nagar,350,Dine-out,Jayanagar,Quick Bites,North Indian,1
No,No,3.8,149,Other,150,Dine-out,Jayanagar,Quick Bites,Fast Food,2
No,No,3.7,41,BTM,450,Dine-out,Jayanagar,Casual Dining,Biryani,2
No,No,3.1,8,BTM,600,Dine-out,Jayanagar,Casual Dining,Biryani,5
No,No,3.1,6,Other,200,Dine-out,Jayanagar,Other,Biryani,1
No,No,3.1,6,BTM,400,Dine-out,Jayanagar,Quick Bites,North Indian,2
No,No,3.5,8,BTM,700,Dine-out,Jayanagar,Casual Dining,North Indian,3
No,No,3.3,16,Other,600,Dine-out,Jayanagar,Casual Dining,North Indian,3
No,No,3.1,10,JP Nagar,200,Dine-out,Jayanagar,Beverage Shop,Other,1
Yes,No,3.1,12,Other,150,Dine-out,Jayanagar,Quick Bites,Beverages,2
Yes,No,3.3,0,Other,300,Dine-out,Jayanagar,Quick Bites,North Indian,2
Yes,No,3.6,16,BTM,300,Dine-out,Jayanagar,Quick Bites,Fast Food,3
No,No,4.0,40,BTM,400,Dine-out,Jayanagar,Beverage Shop,Beverages,1
No,No,3.4,15,Bannerghatta Road,150,Dine-out,Jayanagar,Quick Bites,Kerala,1
No,No,3.6,56,Bannerghatta Road,400,Dine-out,Jayanagar,Quick Bites,South Indian,2
No,No,3.4,25,JP Nagar,200,Dine-out,Jayanagar,Quick Bites,Street Food,1
No,No,3.6,42,BTM,400,Dine-out,Jayanagar,Quick Bites,North Indian,4
No,No,3.1,9,BTM,350,Dine-out,Jayanagar,Quick Bites,North Indian,1
No,No,3.8,47,BTM,200,Dine-out,Jayanagar,Dessert Parlor,Desserts,1
No,No,3.3,4,BTM,200,Dine-out,Jayanagar,Quick Bites,Kerala,1
No,No,3.3,4,Bannerghatta Road,400,Dine-out,Jayanagar,Food Court,Chinese,3
No,No,3.5,15,BTM,200,Dine-out,Jayanagar,Quick Bites,North Indian,2
No,No,3.6,38,BTM,250,Dine-out,Jayanagar,Quick Bites,North Indian,3
No,No,3.4,4,Bannerghatta Road,600,Dine-out,Jayanagar,Food Court,North Indian,2
No,No,3.1,23,Bannerghatta Road,450,Dine-out,Jayanagar,Food Court,Chinese,2
No,No,3.3,5,BTM,400,Dine-out,Jayanagar,Quick Bites,North Indian,1
No,No,3.3,4,Other,500,Dine-out,Jayanagar,Quick Bites,Chinese,2
No,No,3.6,34,BTM,650,Dine-out,Jayanagar,Quick Bites,Other,2
No,No,3.5,14,Bannerghatta Road,100,Dine-out,Jayanagar,Quick Bites,Other,1
No,No,3.5,14,BTM,300,Dine-out,Jayanagar,Quick Bites,Fast Food,2
No,No,3.4,6,BTM,300,Dine-out,Jayanagar,Quick Bites,Kerala,1
No,No,3.3,22,BTM,300,Dine-out,Jayanagar,Quick Bites,North Indian,2
Yes,No,3.2,11,BTM,250,Dine-out,Jayanagar,Quick Bites,North Indian,1
No,No,3.7,112,BTM,500,Dine-out,Jayanagar,Casual Dining,Chinese,3
No,No,3.5,13,BTM,300,Dine-out,Jayanagar,Quick Bites,North Indian,4
No,No,3.3,4,JP Nagar,250,Dine-out,Jayanagar,Quick Bites,South Indian,1
No,No,3.1,6,BTM,250,Dine-out,Jayanagar,Quick Bites,North Indian,3
No,No,3.2,4,Other,300,Dine-out,Jayanagar,Quick Bites,North Indian,3
No,No,3.5,13,JP Nagar,500,Dine-out,Jayanagar,Quick Bites,North Indian,2
No,No,2.7,20,Bannerghatta Road,500,Dine-out,Jayanagar,Food Court,Other,3
No,No,3.5,6,JP Nagar,300,Dine-out,Jayanagar,Quick Bites,South Indian,1
No,No,3.5,10,Bannerghatta Road,400,Dine-out,Jayanagar,Food Court,South Indian,2
No,No,3.1,10,BTM,150,Dine-out,Jayanagar,Quick Bites,Other,2
No,No,3.2,4,Bannerghatta Road,200,Dine-out,Jayanagar,Food Court,Street Food,1
No,No,3.3,6,JP Nagar,300,Dine-out,Jayanagar,Quick Bites,Other,4
No,No,3.1,32,BTM,400,Dine-out,Jayanagar,Quick Bites,North Indian,2
Yes,No,3.9,35,BTM,350,Dine-out,Jayanagar,Quick Bites,North Indian,3
Yes,No,2.7,85,JP Nagar,500,Dine-out,Jayanagar,Cafe,Cafe,4
No,No,3.8,30,BTM,300,Dine-out,Jayanagar,Quick Bites,Chinese,2
Yes,No,3.1,21,Bannerghatta Road,250,Dine-out,Jayanagar,Food Court,Other,2
No,No,3.1,17,BTM,400,Dine-out,Jayanagar,Quick Bites,North Indian,2
No,No,3.5,14,JP Nagar,250,Dine-out,Jayanagar,Quick Bites,Andhra,2
No,No,3.6,36,Other,900,Dine-out,Jayanagar,Casual Dining,North Indian,2
No,No,3.8,89,JP Nagar,400,Dine-out,Jayanagar,Quick Bites,Fast Food,4
No,No,3.8,63,BTM,500,Dine-out,Jayanagar,Cafe,Cafe,1
No,No,3.1,54,JP Nagar,300,Dine-out,Jayanagar,Quick Bites,South Indian,4
No,No,3.3,6,BTM,250,Dine-out,Jayanagar,Quick Bites,Kerala,2
Yes,No,3.3,25,Bannerghatta Road,600,Dine-out,Jayanagar,Casual Dining,North Indian,2
Yes,Yes,3.9,487,BTM,700,Dine-out,Jayanagar,Cafe,Continental,7
No,No,3.5,21,BTM,200,Dine-out,Jayanagar,Quick Bites,Biryani,1
Yes,No,3.4,16,Other,800,Dine-out,Jayanagar,Casual Dining,Chinese,3
Yes,No,4.0,113,BTM,250,Dine-out,Jayanagar,Beverage Shop,Other,3
Yes,No,3.0,260,BTM,250,Dine-out,Jayanagar,Quick Bites,North Indian,1
Yes,No,3.8,187,JP Nagar,500,Dine-out,Jayanagar,Cafe,Cafe,4
Yes,No,3.3,50,BTM,400,Dine-out,Jayanagar,Other,North Indian,1
No,Yes,4.3,1248,Jayanagar,1000,Drinks & nightlife,Jayanagar,Casual Dining,Other,4
No,Yes,3.9,1786,JP Nagar,1300,Drinks & nightlife,Jayanagar,Bar,Other,3
Yes,Yes,4.1,592,JP Nagar,1200,Drinks & nightlife,Jayanagar,Casual Dining,Continental,4
Yes,Yes,4.1,975,Jayanagar,1500,Drinks & nightlife,Jayanagar,Other,North Indian,5
Yes,Yes,4.1,446,Jayanagar,1200,Drinks & nightlife,Jayanagar,Pub,Continental,4
No,Yes,3.8,152,Jayanagar,1350,Drinks & nightlife,Jayanagar,Other,North Indian,2
No,Yes,3.8,234,Jayanagar,1000,Drinks & nightlife,Jayanagar,Casual Dining,Other,2
No,No,4.3,697,JP Nagar,1500,Drinks & nightlife,Jayanagar,Other,Continental,2
No,Yes,4.0,456,JP Nagar,1500,Drinks & nightlife,Jayanagar,Other,Other,3
Yes,Yes,4.4,2499,Bannerghatta Road,900,Drinks & nightlife,Jayanagar,Pub,North Indian,2
Yes,Yes,4.3,4323,JP Nagar,1600,Drinks & nightlife,Jayanagar,Other,Continental,2
Yes,Yes,4.2,2217,JP Nagar,1200,Drinks & nightlife,Jayanagar,Pub,Other,4
No,Yes,4.4,1162,BTM,1100,Drinks & nightlife,Jayanagar,Casual Dining,North Indian,4
No,Yes,4.2,1197,JP Nagar,1200,Drinks & nightlife,Jayanagar,Casual Dining,Other,2
Yes,Yes,4.1,1407,JP Nagar,1100,Drinks & nightlife,Jayanagar,Casual Dining,North Indian,2
No,Yes,4.0,725,JP Nagar,1500,Drinks & nightlife,Jayanagar,Pub,Other,4
Yes,No,3.9,919,JP Nagar,1000,Drinks & nightlife,Jayanagar,Bar,North Indian,4
Yes,Yes,4.0,1017,JP Nagar,1300,Drinks & nightlife,Jayanagar,Pub,Other,3
Yes,Yes,4.1,847,JP Nagar,1100,Drinks & nightlife,Jayanagar,Casual Dining,Other,3
No,No,3.4,97,JP Nagar,1100,Drinks & nightlife,Jayanagar,Casual Dining,South Indian,4
No,No,3.1,30,Banashankari,1000,Drinks & nightlife,Jayanagar,Bar,Chinese,2
No,No,3.0,98,Banashankari,800,Drinks & nightlife,Jayanagar,Bar,North Indian,2
No,No,2.8,56,JP Nagar,1200,Drinks & nightlife,Jayanagar,Other,North Indian,1
No,Yes,4.6,538,Jayanagar,1100,Buffet,JP Nagar,Casual Dining,North Indian,5
No,Yes,4.7,3855,JP Nagar,1600,Buffet,JP Nagar,Casual Dining,North Indian,5
No,No,4.3,357,JP Nagar,1200,Buffet,JP Nagar,Casual Dining,North Indian,2
No,Yes,4.1,2461,JP Nagar,1000,Buffet,JP Nagar,Casual Dining,Other,4
No,Yes,4.1,1239,JP Nagar,800,Buffet,JP Nagar,Casual Dining,North Indian,3
Yes,Yes,4.1,1547,JP Nagar,1000,Buffet,JP Nagar,Casual Dining,Other,5
No,Yes,3.9,48,JP Nagar,900,Buffet,JP Nagar,Casual Dining,North Indian,3
Yes,Yes,3.8,763,JP Nagar,600,Buffet,JP Nagar,Casual Dining,North Indian,1
Yes,Yes,4.0,347,JP Nagar,1000,Buffet,JP Nagar,Casual Dining,North Indian,5
Yes,Yes,3.8,561,JP Nagar,800,Buffet,JP Nagar,Casual Dining,North Indian,1
No,No,3.7,203,JP Nagar,900,Buffet,JP Nagar,Casual Dining,North Indian,3
No,Yes,3.9,165,JP Nagar,1000,Buffet,JP Nagar,Casual Dining,South Indian,4
No,No,3.3,177,JP Nagar,950,Buffet,JP Nagar,Casual Dining,North Indian,3
No,No,2.7,43,JP Nagar,1000,Buffet,JP Nagar,Casual Dining,North Indian,4
No,No,3.0,44,JP Nagar,1000,Buffet,JP Nagar,Casual Dining,Chinese,2
Yes,Yes,4.4,2496,Bannerghatta Road,900,Buffet,JP Nagar,Pub,North Indian,2
Yes,Yes,4.2,1976,Bannerghatta Road,1000,Buffet,JP Nagar,Casual Dining,Other,8
No,Yes,4.9,6404,BTM,1600,Buffet,JP Nagar,Casual Dining,Other,4
Yes,Yes,4.3,1247,Jayanagar,1000,Buffet,JP Nagar,Casual Dining,North Indian,2
No,Yes,4.4,1154,BTM,1100,Buffet,JP Nagar,Casual Dining,North Indian,4
Yes,Yes,3.8,362,Jayanagar,600,Buffet,JP Nagar,Casual Dining,Biryani,4
Yes,Yes,3.8,584,Jayanagar,1200,Buffet,JP Nagar,Casual Dining,North Indian,3
No,Yes,3.8,176,Jayanagar,1350,Buffet,JP Nagar,Casual Dining,North Indian,2
No,Yes,4.1,1445,JP Nagar,800,Cafes,JP Nagar,Cafe,Cafe,4
Yes,No,4.1,53,JP Nagar,600,Cafes,JP Nagar,Cafe,Cafe,3
No,No,3.9,764,JP Nagar,600,Cafes,JP Nagar,Cafe,Cafe,3
Yes,No,4.0,510,JP Nagar,1000,Cafes,JP Nagar,Cafe,Cafe,4
No,No,4.0,129,JP Nagar,600,Cafes,JP Nagar,Cafe,Cafe,2
Yes,No,4.2,170,JP Nagar,600,Cafes,JP Nagar,Cafe,Cafe,3
No,No,4.2,386,JP Nagar,700,Cafes,JP Nagar,Cafe,Cafe,2
Yes,Yes,3.9,728,JP Nagar,800,Cafes,JP Nagar,Cafe,Cafe,3
No,No,4.1,522,JP Nagar,550,Cafes,JP Nagar,Cafe,Cafe,3
Yes,No,4.1,206,JP Nagar,650,Cafes,JP Nagar,Quick Bites,Cafe,3
Yes,Yes,4.4,4410,JP Nagar,600,Cafes,JP Nagar,Casual Dining,Other,3
Yes,No,3.7,132,JP Nagar,400,Cafes,JP Nagar,Cafe,Cafe,5
Yes,Yes,4.2,239,JP Nagar,600,Cafes,JP Nagar,Casual Dining,Cafe,6
No,No,3.7,34,JP Nagar,500,Cafes,JP Nagar,Cafe,Cafe,3
Yes,No,3.8,46,JP Nagar,450,Cafes,JP Nagar,Cafe,Other,5
Yes,No,3.6,10,JP Nagar,500,Cafes,JP Nagar,Cafe,Cafe,5
Yes,No,3.0,27,JP Nagar,650,Cafes,JP Nagar,Cafe,Cafe,1
Yes,No,2.6,18,JP Nagar,500,Cafes,JP Nagar,Cafe,Cafe,1
No,No,3.4,48,JP Nagar,550,Cafes,JP Nagar,Cafe,Cafe,2
No,No,3.8,33,JP Nagar,300,Cafes,JP Nagar,Cafe,Cafe,1
No,No,3.4,6,JP Nagar,600,Cafes,JP Nagar,Cafe,Cafe,2
Yes,No,3.7,127,JP Nagar,700,Cafes,JP Nagar,Cafe,Cafe,3
Yes,No,3.9,153,JP Nagar,400,Cafes,JP Nagar,Food Court,Cafe,2
Yes,No,2.7,85,JP Nagar,500,Cafes,JP Nagar,Cafe,Cafe,4
Yes,No,3.8,187,JP Nagar,500,Cafes,JP Nagar,Cafe,Cafe,4
Yes,No,4.0,41,Bannerghatta Road,400,Cafes,JP Nagar,Food Court,Cafe,4
No,No,3.9,124,Bannerghatta Road,500,Cafes,JP Nagar,Cafe,Cafe,7
Yes,No,3.9,50,Bannerghatta Road,600,Cafes,JP Nagar,Cafe,Cafe,1
Yes,No,3.6,17,Bannerghatta Road,900,Cafes,JP Nagar,Dessert Parlor,Desserts,3
No,Yes,3.6,39,Bannerghatta Road,800,Cafes,JP Nagar,Cafe,Cafe,4
No,No,3.6,13,Bannerghatta Road,700,Cafes,JP Nagar,Cafe,Cafe,1
No,No,3.3,14,Bannerghatta Road,700,Cafes,JP Nagar,Cafe,Cafe,5
No,No,3.7,9,Bannerghatta Road,400,Cafes,JP Nagar,Cafe,Cafe,3
Yes,Yes,4.3,1265,Jayanagar,800,Cafes,JP Nagar,Casual Dining,Other,3
No,No,4.2,713,Jayanagar,500,Cafes,JP Nagar,Cafe,Cafe,1
No,No,4.1,710,Jayanagar,850,Cafes,JP Nagar,Cafe,Cafe,2
No,Yes,3.0,11,Jayanagar,800,Cafes,JP Nagar,Cafe,Cafe,2
Yes,No,4.1,464,BTM,500,Cafes,JP Nagar,Cafe,Cafe,5
Yes,No,4.1,130,Jayanagar,650,Cafes,JP Nagar,Cafe,Cafe,3
Yes,No,3.8,30,Jayanagar,400,Cafes,JP Nagar,Cafe,Cafe,1
Yes,No,4.0,204,BTM,500,Cafes,JP Nagar,Cafe,Cafe,2
Yes,No,3.9,91,Jayanagar,300,Cafes,JP Nagar,Cafe,Cafe,3
Yes,No,4.2,450,Jayanagar,400,Cafes,JP Nagar,Cafe,Cafe,3
Yes,No,4.0,310,Jayanagar,750,Cafes,JP Nagar,Cafe,Cafe,3
No,No,3.8,46,Jayanagar,400,Cafes,JP Nagar,Cafe,Cafe,1
No,No,3.6,19,Jayanagar,200,Cafes,JP Nagar,Quick Bites,South Indian,8
No,No,3.9,144,Other,550,Cafes,JP Nagar,Cafe,Cafe,3
Yes,No,3.0,61,BTM,650,Cafes,JP Nagar,Cafe,Cafe,1
Yes,No,3.8,614,BTM,600,Cafes,JP Nagar,Cafe,Cafe,4
Yes,No,3.9,247,Jayanagar,400,Cafes,JP Nagar,Cafe,Cafe,4
Yes,No,2.9,7,BTM,400,Cafes,JP Nagar,Cafe,Cafe,5
No,No,3.2,11,BTM,500,Cafes,JP Nagar,Cafe,Cafe,2
Yes,No,3.8,75,Banashankari,200,Cafes,JP Nagar,Cafe,Cafe,2
No,No,3.7,167,Jayanagar,400,Cafes,JP Nagar,Cafe,Cafe,3
Yes,Yes,3.9,488,BTM,700,Cafes,JP Nagar,Cafe,Continental,7
Yes,No,4.0,1185,BTM,500,Delivery,JP Nagar,Delivery,Other,6
Yes,No,4.1,52,BTM,250,Delivery,JP Nagar,Takeaway,Other,3
Yes,No,4.2,785,BTM,300,Delivery,JP Nagar,Quick Bites,South Indian,4
Yes,No,3.8,630,Other,450,Delivery,JP Nagar,Delivery,Other,8
Yes,No,3.2,167,Bannerghatta Road,600,Delivery,JP Nagar,Quick Bites,Other,2
Yes,No,4.1,1277,BTM,900,Delivery,JP Nagar,Casual Dining,Other,6
Yes,No,3.8,256,BTM,800,Delivery,JP Nagar,Casual Dining,Biryani,2
Yes,No,3.9,247,BTM,400,Delivery,JP Nagar,Quick Bites,Other,2
Yes,No,4.1,66,JP Nagar,300,Delivery,JP Nagar,Takeaway,Fast Food,2
Yes,No,4.0,808,Other,500,Delivery,JP Nagar,Casual Dining,North Indian,3
Yes,No,3.3,42,BTM,500,Delivery,JP Nagar,Quick Bites,Fast Food,1
Yes,No,3.4,150,BTM,400,Delivery,JP Nagar,Quick Bites,Kerala,3
Yes,No,4.1,418,Jayanagar,500,Delivery,JP Nagar,Quick Bites,Other,7
Yes,No,3.8,22,JP Nagar,400,Delivery,JP Nagar,Quick Bites,Other,2
Yes,No,4.0,556,BTM,400,Delivery,JP Nagar,Dessert Parlor,Desserts,2
Yes,No,3.7,22,Bannerghatta Road,400,Delivery,JP Nagar,Quick Bites,North Indian,4
Yes,No,3.7,215,BTM,200,Delivery,JP Nagar,Quick Bites,Kerala,2
Yes,No,3.9,331,BTM,200,Delivery,JP Nagar,Cafe,North Indian,4
Yes,No,4.2,95,Jayanagar,400,Delivery,JP Nagar,Beverage Shop,Beverages,2
Yes,No,3.0,735,BTM,600,Delivery,JP Nagar,Casual Dining,Andhra,6
Yes,No,3.6,209,JP Nagar,300,Delivery,JP Nagar,Takeaway,Biryani,6
Yes,No,3.6,121,JP Nagar,400,Delivery,JP Nagar,Takeaway,Kerala,7
Yes,No,3.8,23,JP Nagar,150,Delivery,JP Nagar,Quick Bites,Other,1
Yes,Yes,3.8,170,Other,700,Delivery,JP Nagar,Casual Dining,South Indian,3
Yes,No,3.7,6,JP Nagar,400,Delivery,JP Nagar,Takeaway,North Indian,2
Yes,No,3.0,9,JP Nagar,400,Delivery,JP Nagar,Takeaway,Other,2
Yes,No,3.9,502,JP Nagar,400,Delivery,JP Nagar,Takeaway,Biryani,8
Yes,No,2.9,258,BTM,250,Delivery,JP Nagar,Quick Bites,North Indian,1
Yes,No,4.0,403,Bannerghatta Road,400,Delivery,JP Nagar,Quick Bites,South Indian,3
Yes,No,4.0,944,BTM,600,Delivery,JP Nagar,Casual Dining,Chinese,2
Yes,No,3.9,181,BTM,250,Delivery,JP Nagar,Quick Bites,Other,2
Yes,No,4.0,199,BTM,300,Delivery,JP Nagar,Quick Bites,North Indian,1
Yes,No,4.4,825,Jayanagar,400,Delivery,JP Nagar,Dessert Parlor,Ice Cream,2
Yes,No,3.7,476,BTM,450,Delivery,JP Nagar,Quick Bites,North Indian,3
Yes,No,3.9,62,JP Nagar,300,Delivery,JP Nagar,Quick Bites,Other,4
Yes,No,3.1,178,Bannerghatta Road,250,Delivery,JP Nagar,Quick Bites,Andhra,1
Yes,No,3.2,170,Other,300,Delivery,JP Nagar,Quick Bites,South Indian,4
Yes,No,3.8,101,JP Nagar,200,Delivery,JP Nagar,Quick Bites,Street Food,2
Yes,No,3.6,7,BTM,200,Delivery,JP Nagar,Quick Bites,Other,1
Yes,No,3.7,20,Bannerghatta Road,300,Delivery,JP Nagar,Dessert Parlor,Desserts,2
Yes,No,4.2,467,BTM,400,Delivery,JP Nagar,Quick Bites,Kerala,3
Yes,No,3.3,212,JP Nagar,350,Delivery,JP Nagar,Quick Bites,Biryani,2
Yes,No,3.9,21,BTM,200,Delivery,JP Nagar,Takeaway,Bakery,1
Yes,No,4.4,1972,Jayanagar,800,Delivery,JP Nagar,Casual Dining,Biryani,4
Yes,No,3.7,132,JP Nagar,250,Delivery,JP Nagar,Quick Bites,North Indian,2
Yes,No,3.9,38,BTM,250,Delivery,JP Nagar,Takeaway,South Indian,1
Yes,No,4.1,303,Jayanagar,200,Delivery,JP Nagar,Quick Bites,South Indian,2
Yes,No,3.6,247,Other,300,Delivery,JP Nagar,Quick Bites,North Indian,2
Yes,No,4.0,118,BTM,250,Delivery,JP Nagar,Quick Bites,Other,2
Yes,No,4.1,130,BTM,150,Delivery,JP Nagar,Quick Bites,North Indian,1
Yes,No,3.6,519,JP Nagar,400,Delivery,JP Nagar,Casual Dining,South Indian,3
Yes,No,3.8,474,Bannerghatta Road,600,Delivery,JP Nagar,Quick Bites,Other,3
Yes,No,3.9,70,Bannerghatta Road,350,Delivery,JP Nagar,Dessert Parlor,Desserts,1
Yes,No,4.3,794,Jayanagar,300,Delivery,JP Nagar,Quick Bites,Other,1
Yes,No,3.0,93,JP Nagar,600,Delivery,JP Nagar,Takeaway,Biryani,3
Yes,No,3.7,210,BTM,300,Delivery,JP Nagar,Quick Bites,Chinese,2
Yes,No,3.1,245,Other,300,Delivery,JP Nagar,Quick Bites,North Indian,4
Yes,No,3.3,456,Bannerghatta Road,550,Delivery,JP Nagar,Casual Dining,Andhra,4
Yes,No,3.4,78,Bannerghatta Road,450,Delivery,JP Nagar,Quick Bites,North Indian,2
Yes,No,2.6,174,BTM,450,Delivery,JP Nagar,Casual Dining,Andhra,3
Yes,No,4.2,53,JP Nagar,200,Delivery,JP Nagar,Takeaway,South Indian,4
Yes,No,3.7,11,JP Nagar,400,Delivery,JP Nagar,Takeaway,Chinese,3
Yes,No,4.0,79,Jayanagar,100,Delivery,JP Nagar,Quick Bites,Other,1
Yes,No,2.7,159,JP Nagar,750,Delivery,JP Nagar,Quick Bites,Other,1
Yes,No,3.9,14,JP Nagar,400,Delivery,JP Nagar,Takeaway,Andhra,3
Yes,No,3.7,6,JP Nagar,500,Delivery,JP Nagar,Takeaway,Other,3
Yes,No,3.7,25,BTM,400,Delivery,JP Nagar,Quick Bites,Biryani,4
Yes,No,3.7,15,JP Nagar,200,Delivery,JP Nagar,Takeaway,Bakery,2
Yes,No,4.0,334,JP Nagar,300,Delivery,JP Nagar,Quick Bites,South Indian,3
Yes,No,3.6,49,JP Nagar,300,Delivery,JP Nagar,Quick Bites,Other,1
Yes,No,3.9,313,JP Nagar,500,Delivery,JP Nagar,Quick Bites,North Indian,3
Yes,No,4.3,632,Jayanagar,200,Delivery,JP Nagar,Quick Bites,North Indian,3
Yes,No,4.0,253,Jayanagar,300,Delivery,JP Nagar,Dessert Parlor,Desserts,2
Yes,No,3.0,86,Other,100,Delivery,JP Nagar,Quick Bites,South Indian,1
Yes,No,3.6,140,Bannerghatta Road,200,Delivery,JP Nagar,Quick Bites,Kerala,2
Yes,No,3.7,18,JP Nagar,100,Delivery,JP Nagar,Other,Biryani,3
Yes,No,3.4,26,JP Nagar,150,Delivery,JP Nagar,Takeaway,Other,3
Yes,No,3.1,31,BTM,400,Delivery,JP Nagar,Takeaway,Biryani,3
Yes,No,3.4,14,JP Nagar,200,Delivery,JP Nagar,Takeaway,North Indian,1
Yes,No,3.8,25,Other,150,Delivery,JP Nagar,Quick Bites,South Indian,1
Yes,No,3.9,54,Bannerghatta Road,400,Delivery,JP Nagar,Quick Bites,North Indian,3
Yes,Yes,4.0,205,JP Nagar,700,Delivery,JP Nagar,Quick Bites,Other,2
Yes,No,4.0,958,Jayanagar,500,Delivery,JP Nagar,Quick Bites,North Indian,3
Yes,No,3.7,132,JP Nagar,400,Delivery,JP Nagar,Cafe,Cafe,5
Yes,No,3.4,13,Jayanagar,400,Delivery,JP Nagar,Quick Bites,Other,6
Yes,No,3.3,351,Jayanagar,400,Delivery,JP Nagar,Quick Bites,Other,2
Yes,No,3.9,169,Other,150,Delivery,JP Nagar,Beverage Shop,Beverages,3
Yes,No,3.4,44,Bannerghatta Road,400,Delivery,JP Nagar,Quick Bites,Fast Food,2
Yes,No,3.4,16,BTM,600,Delivery,JP Nagar,Quick Bites,Biryani,3
Yes,No,3.3,46,BTM,400,Delivery,JP Nagar,Other,North Indian,1
Yes,No,3.9,210,Jayanagar,400,Delivery,JP Nagar,Beverage Shop,Desserts,3
Yes,No,3.7,37,Jayanagar,100,Delivery,JP Nagar,Quick Bites,South Indian,1
Yes,No,3.2,49,BTM,300,Delivery,JP Nagar,Quick Bites,North Indian,2
Yes,No,4.0,190,JP Nagar,650,Delivery,JP Nagar,Delivery,Biryani,1
